Seq	SOMAS_ID_round1	SOMAS_ID_round2	SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Type	ensembl_gene_id	mmusculus_homolog_ensembl_gene	chromosome_name	start_position	end_position	external_gene_name	Notes	chromosome_number	updated	best_position	Originalplex
9310-2	CD8B.9310.2.3	CD8B.9310.2.3	9310-2_3	SL007109	T-cell surface glycoprotein CD8 beta chain	CD8B	P10966	926	CD8B	Human	Protein	ENSG00000172116	ENSMUSG00000053044	2	87042462	87089047	CD8B	Build 37	2	0	1	0
9312-8	AZGP1.9312.8.3	AZGP1.9312.8.3	9312-8_3	SL005396	Zinc-alpha-2-glycoprotein	AZGP1	P25311	563	AZGP1	Human	Protein	ENSG00000160862	ENSMUSG00000037053	7	99564343	99573780	AZGP1	Build 37	7	0	1	0
9313-27	CBLN1.9313.27.3	CBLN1.9313.27.3	9313-27_3	SL017250	Cerebellin-1	CBLN1	P23435	869	CBLN1	Human	Protein	ENSG00000102924	ENSMUSG00000031654	16	49311828	49315742	CBLN1	Build 37	16	0	1	0
9314-9	PSG5.9314.9.3	PSG5.9314.9.3	9314-9_3	SL012504	Pregnancy-specific beta-1-glycoprotein 5	PSG5	Q15238	5673	PSG5	Human	Protein	ENSG00000204941	ENSMUSG00000044903	19	43670408	43690688	PSG5	Build 37	19	0	1	0
9315-16	MUL1.9315.16.3	MUL1.9315.16.3	9315-16_3	SL017262	Mitochondrial ubiquitin ligase activator of NFKB 1	MUL1	Q969V5	79594	MUL1	Human	Protein	ENSG00000090432	ENSMUSG00000041241	1	20825943	20834654	MUL1	Build 37	1	0	1	0
9316-67	WFDC1.9316.67.3	WFDC1.9316.67.3	9316-67_3	SL012843	WAP four-disulfide core domain protein 1	WFDC1	Q9HC57	58189	WFDC1	Human	Protein	ENSG00000103175	ENSMUSG00000023336	16	84328252	84363450	WFDC1	Build 37	16	0	1	0
9317-4	LRRC25.9317.4.3	LRRC25.9317.4.3	9317-4_3	SL008919	Leucine-rich repeat-containing protein 25	LRC25	Q8N386	126364	LRRC25	Human	Protein	ENSG00000175489	ENSMUSG00000049988	19	18501954	18508427	LRRC25	Build 37	19	0	1	0
9319-59	TMED4.9319.59.3	TMED4.9319.59.3	9319-59_3	SL007510	Transmembrane emp24 domain-containing protein 4	TMED4	Q7Z7H5	222068	TMED4	Human	Protein	ENSG00000158604	ENSMUSG00000004394	7	44617493	44621886	TMED4	Build 37	7	0	1	0
9321-400	NMB.9321.400.3	NMB.9321.400.3	9321-400_3	SL007093	Neuromedin-B	NMB	P08949	4828	NMB	Human	Protein	ENSG00000197696	ENSMUSG00000025723	15	85198360	85201794	NMB	Build 37	15	0	1	0
9322-15	RCN1.9322.15.3	RCN1.9322.15.3	9322-15_3	SL009353	Reticulocalbin-1	RCN1	Q15293	5954	RCN1	Human	Protein	ENSG00000049449	ENSMUSG00000005973	11	31833939	32127301	RCN1	Build 37	11	0	1	0
9326-33	ITIH2.9326.33.3	ITIH2.9326.33.3	9326-33_3	SL004711	Inter-alpha-trypsin inhibitor heavy chain H2	ITI heavy chain H2	P19823	3698	ITIH2	Human	Protein	ENSG00000151655	ENSMUSG00000037254	10	7745232	7791483	ITIH2	Build 37	10	0	1	0
9328-55	MICB.9328.55.3	MICB.9328.55.3	9328-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	Protein	ENSG00000204516	ENSMUSG00000040987	6	31462658	31478901	MICB	Build 37	6	0	1	0
9328-55	MICB.9328.55.3	MICB.9328.55.3	9328-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	Protein	ENSG00000206449	NA	HSCHR6_MHC_QBL	31456185	31469201	MICB	Build 37	6	0	0	0
9328-55	MICB.9328.55.3	MICB.9328.55.3	9328-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	Protein	ENSG00000224378	NA	HSCHR6_MHC_DBB	31447882	31461098	MICB	Build 37	6	0	0	0
9328-55	MICB.9328.55.3	MICB.9328.55.3	9328-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	Protein	ENSG00000227772	NA	HSCHR6_MHC_SSTO	31455821	31468850	MICB	Build 37	6	0	0	0
9328-55	MICB.9328.55.3	MICB.9328.55.3	9328-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	Protein	ENSG00000231179	NA	HSCHR6_MHC_APD	31477173	31490193	MICB	Build 37	6	0	0	0
9328-55	MICB.9328.55.3	MICB.9328.55.3	9328-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	Protein	ENSG00000234218	NA	HSCHR6_MHC_COX	31453328	31466366	MICB	Build 37	6	0	0	0
9328-55	MICB.9328.55.3	MICB.9328.55.3	9328-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	Protein	ENSG00000238289	NA	HSCHR6_MHC_MCF	31542228	31555259	MICB	Build 37	6	0	0	0
9329-28	TREML1.9329.28.3	TREML1.9329.28.3	9329-28_3	SL011259	Trem-like transcript 1 protein	TRML1	Q86YW5	340205	TREML1	Human	Protein	ENSG00000161911	ENSMUSG00000023993	6	41117080	41122075	TREML1	Build 37	6	0	1	0
9332-6	DEFB136.9332.6.3	DEFB136.9332.6.3	9332-6_3	SL012523	Beta-defensin 136	DB136	Q30KP8	613210	DEFB136	Human	Protein	ENSG00000205884	ENSMUSG00000054763	8	11831446	11832108	DEFB136	Build 37	8	0	1	0
9333-59	ERP27.9333.59.3	ERP27.9333.59.3	9333-59_3	SL017394	Endoplasmic reticulum resident protein 27	ERP27	Q96DN0	121506	ERP27	Human	Protein	ENSG00000139055	ENSMUSG00000030219	12	15066969	15092016	ERP27	Build 37	12	0	1	0
9335-28	PSG9.9335.28.3	PSG9.9335.28.3	9335-28_3	SL017397	Pregnancy-specific beta-1-glycoprotein 9	PSG9	Q00887	5678	PSG9	Human	Protein	ENSG00000183668	ENSMUSG00000074359	19	43715943	43773682	PSG9	Build 37	19	0	1	0
9337-43	TAC1.9337.43.3	TAC1.9337.43.3	9337-43_3	SL012423	Protachykinin-1	TKN1	P20366	6863	TAC1	Human	Protein	ENSG00000006128	ENSMUSG00000061762	7	97361220	97369784	TAC1	Build 37	7	0	1	0
9338-2	DCBLD2.9338.2.3	DCBLD2.9338.2.3	9338-2_3	SL012786	Discoidin, CUB and LCCL domain-containing protein 2	DCBD2	Q96PD2	131566	DCBLD2	Human	Protein	ENSG00000057019	ENSMUSG00000035107	3	98514785	98620533	DCBLD2	Build 37	3	0	1	0
9339-204	FKBP2.9339.204.3	FKBP2.9339.204.3	9339-204_3	SL008070	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2	P26885	2286	FKBP2	Human	Protein	ENSG00000173486	ENSMUSG00000056629	11	64008475	64011604	FKBP2	Build 37	11	0	1	0
9340-17	FKBP14.9340.17.3	FKBP14.9340.17.3	9340-17_3	SL017408	Peptidyl-prolyl cis-trans isomerase FKBP14	FKB14	Q9NWM8	55033	FKBP14	Human	Protein	ENSG00000106080	ENSMUSG00000038074	7	30050203	30066300	FKBP14	Build 37	7	0	1	0
9341-1	PDGFD.9341.1.3	PDGFD.9341.1.3	9341-1_3	SL014328	Platelet-derived growth factor D	PDGFD	Q9GZP0	80310	PDGFD	Human	Protein	ENSG00000170962	ENSMUSG00000032006	11	103777914	104035107	PDGFD	Build 37	11	0	1	0
9343-16	IL2RB.9343.16.3	IL2RB.9343.16.3	9343-16_3	SL003306	Interleukin-2 receptor subunit beta	IL-2 sRb	P14784	3560	IL2RB	Human	Protein	ENSG00000100385	ENSMUSG00000068227	22	37521878	37571094	IL2RB	Build 37	22	0	1	0
9345-436	WFDC13.9345.436.3	WFDC13.9345.436.3	9345-436_3	SL012663	WAP four-disulfide core domain protein 13	WFD13	Q8IUB5	164237	WFDC13	Human	Protein	ENSG00000168634	ENSMUSG00000067704	20	44330655	44337456	WFDC13	Build 37	20	0	1	0
9347-13	ITFG1.9347.13.3	ITFG1.9347.13.3	9347-13_3	SL008430	T-cell immunomodulatory protein	TIP	Q8TB96	81533	ITFG1	Human	Protein	ENSG00000129636	ENSMUSG00000031703	16	47188298	47498060	ITFG1	Build 37	16	0	1	0
9348-1	C1RL.9348.1.3	C1RL.9348.1.3	9348-1_3	SL010648	Complement C1r subcomponent-like protein	C1RL1	Q9NZP8	51279	C1RL	Human	Protein	ENSG00000139178	ENSMUSG00000038527	12	7242183	7261869	C1RL	Build 37	12	0	1	0
9350-3	FSTL4.9350.3.3	FSTL4.9350.3.3	9350-3_3	SL012577	Follistatin-related protein 4	FSTL4	Q6MZW2	23105	FSTL4	Human	Protein	ENSG00000053108	ENSMUSG00000036264	5	132532147	132948255	FSTL4	Build 37	5	0	1	0
9353-8	LIPF.9353.8.3	LIPF.9353.8.3	9353-8_3	SL012409	Gastric triacylglycerol lipase	LIPG	P07098	8513	LIPF	Human	Protein	ENSG00000182333	ENSMUSG00000024768	10	90424198	90438571	LIPF	Build 37	10	0	1	0
9355-26	LAMP3.9355.26.3	LAMP3.9355.26.3	9355-26_3	SL017492	Lysosome-associated membrane glycoprotein 3	LAMP3	Q9UQV4	967	LAMP3	Human	Protein	ENSG00000078081	ENSMUSG00000041247	3	182840001	182881627	LAMP3	Build 37	3	0	1	0
9357-4	CREG1.9357.4.3	CREG1.9357.4.3	9357-4_3	SL008587	Protein CREG1	CREG1	O75629	8804	CREG1	Human	Protein	ENSG00000143162	ENSMUSG00000040713	1	167498914	167523004	CREG1	Build 37	1	0	1	0
9358-3	TGFA.9358.3.3	TGFA.9358.3.3	9358-3_3	SL000583	Transforming growth factor alpha	TGF-a	P01135	7039	TGFA	Human	Protein	ENSG00000163235	ENSMUSG00000029999	2	70674412	70781325	TGFA	Build 37	2	0	1	0
9358-3	TGFA.9358.3.3	TGFA.9358.3.3	9358-3_3	SL000583	Transforming growth factor alpha	TGF-a	P01135	7039	TGFA	Human	Protein	ENSG00000272517	NA	HG953_PATCH	70674412	70781325	TGFA	Build 37	2	0	0	0
9359-9	DLK2.9359.9.3	DLK2.9359.9.3	9359-9_3	SL008677	Protein delta homolog 2	EGFL9	Q6UY11	65989	DLK2	Human	Protein	ENSG00000171462	ENSMUSG00000047428	6	43418090	43424370	DLK2	Build 37	6	0	1	0
9361-7	PCDHAC2.9361.7.3	PCDHAC2.9361.7.3	9361-7_3	SL017393	Protocadherin alpha-C2	PCDC2	Q9Y5I4	56134	PCDHAC2	Human	Protein	ENSG00000243232	ENSMUSG00000007440	5	140345820	140391936	PCDHAC2	Build 37	5	0	1	0
9362-11	DEFB123.9362.11.3	DEFB123.9362.11.3	9362-11_3	SL012694	Beta-defensin 123	DB123	Q8N688	245936	DEFB123	Human	Protein	ENSG00000180424	ENSMUSG00000044863	20	30028322	30038060	DEFB123	Build 37	20	0	1	0
9363-11	CT55.9363.11.3	CT55.9363.11.3	9363-11_3	SL017420	Cancer/testis antigen 55	CX048	Q8WUE5	54967	CT55	Human	Protein	ENSG00000169551	ENSMUSG00000079593	X	134290461	134305322	CT55	Build 37	X	0	1	0
9363-11	CT55.9363.11.3	CT55.9363.11.3	9363-11_3	SL017420	Cancer/testis antigen 55	CX048	Q8WUE5	54967	CT55	Human	Protein	ENSG00000268695	NA	HG1443_HG1444_PATCH	134290566	134305428	CT55	Build 37	X	0	0	0
9365-91	EYS.9365.91.3	EYS.9365.91.3	9365-91_3	SL017443	Protein eyes shut homolog	EYS	Q5T1H1	346007	EYS	Human	Protein	ENSG00000188107	NA	6	64429876	66417118	EYS	Build 37	6	0	1	0
9366-54	IL21R.9366.54.3	IL21R.9366.54.3	9366-54_3	SL004847	Interleukin-21 receptor	IL-21 sR	Q9HBE5	50615	IL21R	Human	Protein	ENSG00000103522	ENSMUSG00000030745	16	27413483	27462115	IL21R	Build 37	16	0	1	0
9368-64	LRTM1.9368.64.3	LRTM1.9368.64.3	9368-64_3	SL017470	Leucine-rich repeat and transmembrane domain-containing protein 1	LRTM1	Q9HBL6	57408	LRTM1	Human	Protein	ENSG00000144771	ENSMUSG00000045776	3	54952264	55001115	LRTM1	Build 37	3	0	1	0
9369-174	LRRC4C.9369.174.3	LRRC4C.9369.174.3	9369-174_3	SL014109	Leucine-rich repeat-containing protein 4C	NGL1	Q9HCJ2	57689	LRRC4C	Human	Protein	ENSG00000148948	ENSMUSG00000050587	11	40135753	41481323	LRRC4C	Build 37	11	0	1	0
9370-69	GGH.9370.69.3	GGH.9370.69.3	9370-69_3	SL006682	Gamma-glutamyl hydrolase	GGH	Q92820	8836	GGH	Human	Protein	ENSG00000137563	ENSMUSG00000073987	8	63927638	63951730	GGH	Build 37	8	0	1	0
9373-405	APOO.9373.405.3	APOO.9373.405.3	9373-405_3	SL008294	MICOS complex subunit MIC26	APOO	Q9BUR5	79135	APOO	Human	Protein	ENSG00000184831	ENSMUSG00000049233	X	23851470	23926057	APOO	Build 37	X	0	1	0
9373-405	APOO.9373.405.3	APOO.9373.405.3	9373-405_3	SL008294	MICOS complex subunit MIC26	APOO	Q9BUR5	79135	APOO	Human	Protein	ENSG00000184831	ENSMUSG00000079508	X	23851470	23926057	APOO	Build 37	X	0	1	0
9377-25	KITLG.9377.25.3	KITLG.9377.25.3	9377-25_3	SL002787	Kit ligand	SCF	P21583	4254	KITLG	Human	Protein	ENSG00000049130	ENSMUSG00000019966	12	88886570	88974628	KITLG	Build 37	12	0	1	0
9378-6	FIBCD1.9378.6.3	FIBCD1.9378.6.3	9378-6_3	SL017513	Fibrinogen C domain-containing protein 1	FBCD1	Q8N539	84929	FIBCD1	Human	Protein	ENSG00000130720	ENSMUSG00000026841	9	133777825	133814673	FIBCD1	Build 37	9	0	1	0
9379-248	SMIM10.9379.248.3	SMIM10.9379.248.3	9379-248_3	SL017478	Small integral membrane protein 10	CX069	Q96HG1	644538	SMIM10	Human	Protein	ENSG00000184785	ENSMUSG00000054850	X	134124968	134126501	SMIM10	Build 37	X	0	1	0
9380-2	PLA2G12B.9380.2.3	PLA2G12B.9380.2.3	9380-2_3	SL003846	Group XIIB secretory phospholipase A2-like protein	sPLA(2)-XIII	Q9BX93	84647	PLA2G12B	Human	Protein	ENSG00000138308	ENSMUSG00000009646	10	74694928	74714536	PLA2G12B	Build 37	10	0	1	0
9382-110	CD200R1.9382.110.3	CD200R1.9382.110.3	9382-110_3	SL014288	Cell surface glycoprotein CD200 receptor 1	MO2R1	Q8TD46	131450	CD200R1	Human	Protein	ENSG00000163606	ENSMUSG00000022667	3	112640056	112693969	CD200R1	Build 37	3	0	1	0
9382-110	CD200R1.9382.110.3	CD200R1.9382.110.3	9382-110_3	SL014288	Cell surface glycoprotein CD200 receptor 1	MO2R1	Q8TD46	131450	CD200R1	Human	Protein	ENSG00000163606	ENSMUSG00000090176	3	112640056	112693969	CD200R1	Build 37	3	0	1	0
9382-110	CD200R1.9382.110.3	CD200R1.9382.110.3	9382-110_3	SL014288	Cell surface glycoprotein CD200 receptor 1	MO2R1	Q8TD46	131450	CD200R1	Human	Protein	ENSG00000163606	ENSMUSG00000062082	3	112640056	112693969	CD200R1	Build 37	3	0	1	0
9382-110	CD200R1.9382.110.3	CD200R1.9382.110.3	9382-110_3	SL014288	Cell surface glycoprotein CD200 receptor 1	MO2R1	Q8TD46	131450	CD200R1	Human	Protein	ENSG00000163606	ENSMUSG00000036172	3	112640056	112693969	CD200R1	Build 37	3	0	1	0
9383-24	CHI3L2.9383.24.3	CHI3L2.9383.24.3	9383-24_3	SL012505	Chitinase-3-like protein 2	CH3L2	Q15782	1117	CHI3L2	Human	Protein	ENSG00000064886	NA	1	111743393	111786062	CHI3L2	Build 37	1	0	1	0
9384-17	CAMP.9384.17.3	CAMP.9384.17.3	9384-17_3	SL009204	Cathelicidin antimicrobial peptide	Cathelicidin peptide	P49913	820	CAMP	Human	Protein	ENSG00000164047	ENSMUSG00000038357	3	48264837	48266981	CAMP	Build 37	3	0	1	0
9385-4	GAA.9385.4.3	GAA.9385.4.3	9385-4_3	SL005431	Lysosomal alpha-glucosidase	GAA	P10253	2548	GAA	Human	Protein	ENSG00000171298	ENSMUSG00000025579	17	78075355	78093678	GAA	Build 37	17	0	1	0
9386-42	TTC9B.9386.42.3	TTC9B.9386.42.3	9386-42_3	SL010981	Tetratricopeptide repeat protein 9B	TTC9B	Q8N6N2	148014	TTC9B	Human	Protein	ENSG00000174521	ENSMUSG00000007944	19	40721965	40724306	TTC9B	Build 37	19	0	1	0
9387-13	C12orf49.9387.13.3	C12orf49.9387.13.3	9387-13_3	SL017455	UPF0454 protein C12orf49	CL049	Q9H741	79794	C12orf49	Human	Protein	ENSG00000111412	ENSMUSG00000032840	12	117153593	117175875	C12orf49	Build 37	12	0	1	0
9388-18	MCEE.9388.18.3	MCEE.9388.18.3	9388-18_3	SL017468	Methylmalonyl-CoA epimerase, mitochondrial	MCEE	Q96PE7	84693	MCEE	Human	Protein	ENSG00000124370	ENSMUSG00000033429	2	71336814	71357369	MCEE	Build 37	2	0	1	0
9389-12	GYPA.9389.12.3	GYPA.9389.12.3	9389-12_3	SL010780	Glycophorin-A	GLPA	P02724	2993	GYPA	Human	Protein	ENSG00000170180	ENSMUSG00000051839	4	145030457	145061904	GYPA	Build 37	4	0	1	0
9394-19	CPQ.9394.19.3	CPQ.9394.19.3	9394-19_3	SL005492	Carboxypeptidase Q	Aminopeptidase	Q9Y646	10404	CPQ	Human	Protein	ENSG00000104324	ENSMUSG00000039007	8	97657455	98161882	CPQ	Build 37	8	0	1	0
9398-30	GALP.9398.30.3	GALP.9398.30.3	9398-30_3	SL012858	Galanin-like peptide	GALP	Q9UBC7	85569	GALP	Human	Protein	ENSG00000197487	ENSMUSG00000034660	19	56687389	56697144	GALP	Build 37	19	0	1	0
9400-40	LGALS7.9400.40.3	LGALS7.9400.40.3	9400-40_3	SL005166	Galectin-7	Galectin-7	P47929	3963	LGALS7	Human	Protein	ENSG00000178934	ENSMUSG00000053522	19	39279851	39282389	LGALS7B	Build 37	19	0	1	0
9400-40	LGALS7.9400.40.3	LGALS7.9400.40.3	9400-40_3	SL005166	Galectin-7	Galectin-7	P47929	3963	LGALS7	Human	Protein	ENSG00000205076	ENSMUSG00000036586	19	39261611	39264132	LGALS7	Build 37	19	0	1	0
9426-73	ID2.9426.73.3	ID2.9426.73.3	9426-73_3	SL007347	DNA-binding protein inhibitor ID-2	ID2	Q02363	3398	ID2	Human	Protein	ENSG00000115738	ENSMUSG00000020644	2	8818975	8824583	ID2	Build 37	2	0	1	0
9436-2	ID1.9436.2.3	ID1.9436.2.3	9436-2_3	SL005354	DNA-binding protein inhibitor ID-1	ID-1	P41134	3397	ID1	Human	Protein	ENSG00000125968	ENSMUSG00000042745	20	30193086	30194318	ID1	Build 37	20	0	1	0
9439-454	C2orf82.9439.454.3	C2orf82.9439.454.3	9439-454_3	SL019002	Uncharacterized protein C2orf82	CB082	Q6UX34	389084	C2orf82	Human	Protein	ENSG00000182600	ENSMUSG00000026258	2	233721980	233743418	C2orf82	Build 37	2	0	1	0
9444-70	DGCR6.9444.70.3	DGCR6.9444.70.3	9444-70_3	SL019049	Protein DGCR6	DGCR6	Q14129	8214	DGCR6	Human	Protein	ENSG00000183628	ENSMUSG00000003531	22	18893541	18901751	DGCR6	Build 37	22	0	1	0
9445-44	C19orf18.9445.44.3	C19orf18.9445.44.3	9445-44_3	SL018400	Uncharacterized protein C19orf18	CS018	Q8NEA5	147685	C19orf18	Human	Protein	ENSG00000177025	ENSMUSG00000030385	19	58469805	58485902	C19orf18	Build 37	19	0	1	0
9449-150	C4BPA.9449.150.3	C4BPA.9449.150.3	9449-150_3	SL015989	C4b-binding protein alpha chain	C4b-binding protein alpha chain	P04003	722	C4BPA	Human	Protein	ENSG00000123838	ENSMUSG00000026405	1	207277607	207318317	C4BPA	Build 37	1	0	1	0
9450-18	CDK2AP1.9450.18.3	CDK2AP1.9450.18.3	9450-18_3	SL019015	Cyclin-dependent kinase 2-associated protein 1	CDKA1	O14519	8099	CDK2AP1	Human	Protein	ENSG00000111328	ENSMUSG00000078154	12	123745528	123756881	CDK2AP1	Build 37	12	0	1	0
9450-18	CDK2AP1.9450.18.3	CDK2AP1.9450.18.3	9450-18_3	SL019015	Cyclin-dependent kinase 2-associated protein 1	CDKA1	O14519	8099	CDK2AP1	Human	Protein	ENSG00000111328	ENSMUSG00000029394	12	123745528	123756881	CDK2AP1	Build 37	12	0	1	0
9456-34	IL22RA2.9456.34.3	IL22RA2.9456.34.3	9456-34_3	SL005183	Interleukin-22 receptor subunit alpha-2	IL-22BP	Q969J5	116379	IL22RA2	Human	Protein	ENSG00000164485	ENSMUSG00000039760	6	137464968	137494785	IL22RA2	Build 37	6	0	1	0
9457-3	CAV2.9457.3.3	CAV2.9457.3.3	9457-3_3	SL014826	Caveolin-2	CAV2	P51636	858	CAV2	Human	Protein	ENSG00000105971	ENSMUSG00000000058	7	115927434	116148595	CAV2	Build 37	7	0	1	0
9459-7	FAS.9459.7.3	FAS.9459.7.3	9459-7_3	SL002731	Tumor necrosis factor receptor superfamily member 6	Fas, soluble	P25445	355	FAS	Human	Protein	ENSG00000026103	ENSMUSG00000024778	10	90750414	90775542	FAS	Build 37	10	0	1	0
9463-26	CDHR3.9463.26.3	CDHR3.9463.26.3	9463-26_3	SL018447	Cadherin-related family member 3	CDHR3	Q6ZTQ4	222256	CDHR3	Human	Protein	ENSG00000128536	ENSMUSG00000035860	7	105517242	105676877	CDHR3	Build 37	7	0	1	0
9466-43	G6B.9466.43.3	G6B.9466.43.3	9466-43_3	SL011113	Protein G6b	G6B	O95866	80739	G6B	Human	Protein	ENSG00000204420	ENSMUSG00000073414	6	31686371	31694491	C6orf25	Build 37	6	0	1	0
9466-43	G6B.9466.43.3	G6B.9466.43.3	9466-43_3	SL011113	Protein G6b	G6B	O95866	80739	G6B	Human	Protein	ENSG00000206396	NA	HSCHR6_MHC_QBL	31676607	31684720	C6orf25	Build 37	6	0	0	0
9466-43	G6B.9466.43.3	G6B.9466.43.3	9466-43_3	SL011113	Protein G6b	G6B	O95866	80739	G6B	Human	Protein	ENSG00000224393	NA	HSCHR6_MHC_DBB	31668544	31676660	C6orf25	Build 37	6	0	0	0
9466-43	G6B.9466.43.3	G6B.9466.43.3	9466-43_3	SL011113	Protein G6b	G6B	O95866	80739	G6B	Human	Protein	ENSG00000228090	NA	HSCHR6_MHC_MANN	31725863	31733980	C6orf25	Build 37	6	0	0	0
9466-43	G6B.9466.43.3	G6B.9466.43.3	9466-43_3	SL011113	Protein G6b	G6B	O95866	80739	G6B	Human	Protein	ENSG00000230060	NA	HSCHR6_MHC_COX	31673784	31681900	C6orf25	Build 37	6	0	0	0
9466-43	G6B.9466.43.3	G6B.9466.43.3	9466-43_3	SL011113	Protein G6b	G6B	O95866	80739	G6B	Human	Protein	ENSG00000231003	NA	HSCHR6_MHC_SSTO	31676330	31684446	C6orf25	Build 37	6	0	0	0
9466-43	G6B.9466.43.3	G6B.9466.43.3	9466-43_3	SL011113	Protein G6b	G6B	O95866	80739	G6B	Human	Protein	ENSG00000237459	NA	HSCHR6_MHC_MCF	31762657	31770773	C6orf25	Build 37	6	0	0	0
9467-24	ZNRF4.9467.24.3	ZNRF4.9467.24.3	9467-24_3	SL018992	Zinc/RING finger protein 4	ZNRF4	Q8WWF5	148066	ZNRF4	Human	Protein	ENSG00000105428	ENSMUSG00000044526	19	5455426	5456867	ZNRF4	Build 37	19	0	1	0
9468-8	LMAN2.9468.8.3	LMAN2.9468.8.3	9468-8_3	SL005403	Vesicular integral-membrane protein VIP36	Lectin, mannose-binding 2	Q12907	10960	LMAN2	Human	Protein	ENSG00000169223	ENSMUSG00000021484	5	176758563	176778853	LMAN2	Build 37	5	0	1	0
9474-22	ASGR2.9474.22.3	ASGR2.9474.22.3	9474-22_3	SL008489	Asialoglycoprotein receptor 2	ASGR2	P07307	433	ASGR2	Human	Protein	ENSG00000161944	ENSMUSG00000040963	17	7004641	7019019	ASGR2	Build 37	17	0	1	0
9478-69	PRPSAP1.9478.69.3	PRPSAP1.9478.69.3	9478-69_3	SL009434	Phosphoribosyl pyrophosphate synthase-associated protein 1	KPRA	Q14558	5635	PRPSAP1	Human	Protein	ENSG00000161542	ENSMUSG00000015869	17	74305567	74380602	PRPSAP1	Build 37	17	0	1	0
9482-110	NUDT9.9482.110.3	NUDT9.9482.110.3	9482-110_3	SL019017	ADP-ribose pyrophosphatase, mitochondrial	NUDT9	Q9BW91	53343	NUDT9	Human	Protein	ENSG00000170502	ENSMUSG00000029310	4	88343734	88380606	NUDT9	Build 37	4	0	1	0
9484-75	DSG2.9484.75.3	DSG2.9484.75.3	9484-75_3	SL004857	Desmoglein-2	Desmoglein-2	Q14126	1829	DSG2	Human	Protein	ENSG00000046604	ENSMUSG00000044393	18	29078006	29128971	DSG2	Build 37	18	0	1	0
9486-13	DEFB125.9486.13.3	DEFB125.9486.13.3	9486-13_3	SL012693	Beta-defensin 125	DB125	Q8N687	245938	DEFB125	Human	Protein	ENSG00000178591	ENSMUSG00000074680	20	67891	77735	DEFB125	Build 37	20	0	1	0
9490-3	C4orf32.9490.3.3	C4orf32.9490.3.3	9490-3_3	SL019024	Uncharacterized protein C4orf32	CD032	Q8N8J7	132720	C4orf32	Human	Protein	ENSG00000174749	ENSMUSG00000050549	4	113066553	113116412	C4orf32	Build 37	4	0	1	0
9492-5	RRBP1.9492.5.3	RRBP1.9492.5.3	9492-5_3	SL011627	Ribosome-binding protein 1	RRBP1	Q9P2E9	6238	RRBP1	Human	Protein	ENSG00000125844	ENSMUSG00000027422	20	17594323	17662940	RRBP1	Build 37	20	0	1	0
9497-3	SMDT1.9497.3.3	SMDT1.9497.3.3	9497-3_3	SL018994	Essential MCU regulator, mitochondrial	CV032	Q9H4I9	91689	SMDT1	Human	Protein	ENSG00000183172	ENSMUSG00000022452	22	42475695	42480288	SMDT1	Build 37	22	0	1	0
9497-3	SMDT1.9497.3.3	SMDT1.9497.3.3	9497-3_3	SL018994	Essential MCU regulator, mitochondrial	CV032	Q9H4I9	91689	SMDT1	Human	Protein	ENSG00000272835	NA	HSCHR22_2_CTG1	42475695	42480288	SMDT1	Build 37	22	0	0	0
9500-5	GPLD1.9500.5.3	GPLD1.9500.5.3	9500-5_3	SL006504	Phosphatidylinositol-glycan-specific phospholipase D	PHLD	P80108	2822	GPLD1	Human	Protein	ENSG00000112293	ENSMUSG00000021340	6	24424793	24495433	GPLD1	Build 37	6	0	1	0
9503-1	NMS.9503.1.3	NMS.9503.1.3	9503-1_3	SL012547	Neuromedin-S	NMS	Q5H8A3	129521	NMS	Human	Protein	ENSG00000204640	ENSMUSG00000067604	2	101086944	101099742	NMS	Build 37	2	0	1	0
9504-19	RAB27A.9504.19.3	RAB27A.9504.19.3	9504-19_3	SL008535	Ras-related protein Rab-27A	RB27A	P51159	5873	RAB27A	Human	Protein	ENSG00000069974	ENSMUSG00000032202	15	55495164	55611311	RAB27A	Build 37	15	0	1	0
9506-10	APOL1.9506.10.3	APOL1.9506.10.3	9506-10_3	SL005699	Apolipoprotein L1	Apo L1	O14791	8542	APOL1	Human	Protein	ENSG00000100342	ENSMUSG00000050982	22	36649056	36663576	APOL1	Build 37	22	0	1	0
9506-10	APOL1.9506.10.3	APOL1.9506.10.3	9506-10_3	SL005699	Apolipoprotein L1	Apo L1	O14791	8542	APOL1	Human	Protein	ENSG00000100342	ENSMUSG00000057346	22	36649056	36663576	APOL1	Build 37	22	0	1	0
