chr	start	end	ensGene	UniProt	symbol	TargetFullName	extGene	Target	UniProts	SOMAMER_ID
5	154198051	154238812	ENSG00000170271	Q96IV6	FAXDC2	Fatty acid hydroxylase domain-containing protein 2	FAXDC2	CE004	Q96IV6	FAXDC2.9074.6.3
5	156456424	156486130	ENSG00000113249	Q96D42	HAVCR1	Hepatitis A virus cellular receptor 1	HAVCR1	TIM-1	Q96D42	HAVCR1.9021.1.3
5	156512843	156569880	ENSG00000135077	Q8TDQ0	HAVCR2	Hepatitis A virus cellular receptor 2	HAVCR2	TIMD3	Q8TDQ0	HAVCR2.5134.52.2
5	156512843	156569880	ENSG00000135077	Q8TDQ0	HAVCR2	Hepatitis A virus cellular receptor 2	HAVCR2	TIMD3	Q8TDQ0	HAVCR2.7152.5.3
5	156822542	157002783	ENSG00000135074	Q9H013	ADAM19	Disintegrin and metalloproteinase domain-containing protein 19	ADAM19	ADA19	Q9H013	ADAM19.8948.13.3
5	156887027	156901725	ENSG00000172548	Q0D2K0	NIPAL4	Magnesium transporter NIPA4	NIPAL4	NIPA4	Q0D2K0	NIPAL4.12864.9.3
5	157212751	157286183	ENSG00000113282	Q14677	CLINT1	Clathrin interactor 1	CLINT1	EPN4	Q14677	CLINT1.11659.31.3
5	158741791	158757895	ENSG00000113302	P29460	IL12A IL12B	Interleukin-12	IL12B	IL-12	P29459,P29460	IL12A.IL12B.10367.26.3
5	158741791	158757895	ENSG00000113302	P29460	IL12A IL12B	Interleukin-12	IL12B	IL-12	P29459,P29460	IL12A.IL12B.10367.62.3
5	158741791	158757895	ENSG00000113302	P29460	IL12A IL12B	Interleukin-12	IL12B	IL-12	P29459,P29460	IL12A.IL12B.2455.17.4
5	158741791	158757895	ENSG00000113302	P29460	IL12B IL23A	Interleukin-23	IL12B	IL-23	P29460,Q9NPF7	IL12B.IL23A.10365.132.3
5	158741791	158757895	ENSG00000113302	P29460	IL12B IL23A	Interleukin-23	IL12B	IL-23	P29460,Q9NPF7	IL12B.IL23A.4494.63.2
5	167975500	168006605	ENSG00000120137	Q9H999	PANK3	Pantothenate kinase 3	PANK3	PANK3	Q9H999	PANK3.12658.72.3
5	169780491	170163636	ENSG00000182132	Q9NZI2	KCNIP1	Kv channel-interacting protein 1	KCNIP1	KCIP1	Q9NZI2	KCNIP1.13650.11.3
5	171636644	171711075	ENSG00000168246	Q8WUN7	UBTD2	Ubiquitin domain-containing protein 2	UBTD2	UBTD2	Q8WUN7	UBTD2.12875.28.3
5	172741716	172756506	ENSG00000113739	O76061	STC2	Stanniocalcin-2	STC2	STC2	O76061	STC2.6231.46.3
5	173472607	173670504	ENSG00000170091	Q9Y328	NSG2	Neuron-specific protein family member 2	NSG2	NSG2	Q9Y328	NSG2.13409.9.3
5	175874629	175937075	ENSG00000113194	Q96CS3	FAF2	FAS-associated factor 2	FAF2	FAF2	Q96CS3	FAF2.6956.37.3
5	175874629	175937075	ENSG00000113194	Q96CS3	FAF2	FAS-associated factor 2	FAF2	FAF2	Q96CS3	FAF2.8761.7.3
5	175874629	175937075	ENSG00000113194	Q96CS3	FAF2	FAS-associated factor 2	FAF2	FAF2	Q96CS3	FAF2.9738.7.3
5	176237478	176307897	ENSG00000113763	Q6ZN44	UNC5A	Netrin receptor UNC5A	UNC5A	UNC5A	Q6ZN44	UNC5A.7975.97.3
5	176513887	176525145	ENSG00000160867	P22455	FGFR4	Fibroblast growth factor receptor 4	FGFR4	FGFR4	P22455	FGFR4.4988.49.2
5	176758563	176778853	ENSG00000169223	Q12907	LMAN2	Vesicular integral-membrane protein VIP36	LMAN2	Lectin, mannose-binding 2	Q12907	LMAN2.7638.30.3
5	176758563	176778853	ENSG00000169223	Q12907	LMAN2	Vesicular integral-membrane protein VIP36	LMAN2	Lectin, mannose-binding 2	Q12907	LMAN2.9468.8.3
5	177027101	177037348	ENSG00000027847	Q9UBV7	B4GALT7	Beta-1,4-galactosyltransferase 7	B4GALT7	B4GT7	Q9UBV7	B4GALT7.7806.33.3
5	177631508	177638164	ENSG00000197451	Q99729	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	hnRNP A/B	Q99729	HNRNPAB.4450.26.2
5	177631508	177638164	ENSG00000197451	Q99729	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	hnRNP A/B	Q99729	HNRNPAB.8894.80.3
5	178977559	179037027	ENSG00000176783	Q96T51	RUFY1	RUN and FYVE domain-containing protein 1	RUFY1	RUFY1	Q96T51	RUFY1.11425.31.3
5	179105629	179157926	ENSG00000127022	P27824	CANX	Calnexin	CANX	Calnexin	P27824	CANX.8834.58.3
5	179224597	179233952	ENSG00000161013	Q9UQ53	MGAT4B	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	MGAT4B	MGT4B	Q9UQ53	MGAT4B.7141.21.3
5	179660143	179719099	ENSG00000050748	P45984	MAPK9	Mitogen-activated protein kinase 9	MAPK9	JNK2	P45984	MAPK9.5244.12.3
5	180028506	180076624	ENSG00000037280	P35916	FLT4	Vascular endothelial growth factor receptor 3	FLT4	VEGF sR3	P35916	FLT4.2358.19.2
5	180217541	180242652	ENSG00000131446	P26572	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT1	MGAT1	P26572	MGAT1.10571.14.3
5	180467225	180488523	ENSG00000165810	Q6UXG8	BTNL9	Butyrophilin-like protein 9	BTNL9	BTNL9	Q6UXG8	BTNL9.7950.142.3
6	391739	411447	ENSG00000137265	Q15306	IRF4	Interferon regulatory factor 4	IRF4	IRF4	Q15306	IRF4.9857.38.3
6	2988221	3019996	ENSG00000124588	P16083	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	NQO2	Quinone reductase 2	P16083	NQO2.9754.33.3
6	5261277	5771813	ENSG00000145982	O95363	FARS2	Phenylalanine--tRNA ligase, mitochondrial	FARS2	SYFM	O95363	FARS2.13941.82.3
6	5998232	6007200	ENSG00000124785	Q9NPD7	NRN1	Neuritin	NRN1	NRN1	Q9NPD7	NRN1.8806.18.3
6	6588341	6655216	ENSG00000112799	O95711	LY86	Lymphocyte antigen 86	LY86	LY86	O95711	LY86.3623.84.4
6	7268539	7347679	ENSG00000124783	P43307	SSR1	Translocon-associated protein subunit alpha	SSR1	SSRA	P43307	SSR1.8106.15.3
6	7727030	7881655	ENSG00000153162	P22004	BMP6	Bone morphogenetic protein 6	BMP6	BMP-6	P22004	BMP6.3736.60.3
6	7727030	7881655	ENSG00000153162	P22004	BMP6	Bone morphogenetic protein 6	BMP6	BMP-6	P22004	BMP6.8459.10.3
6	7881483	8026646	ENSG00000239264	Q8NBS9	TXNDC5	Thioredoxin domain-containing protein 5	TXNDC5	TXND5	Q8NBS9	TXNDC5.11212.7.3
6	8413301	8435794	ENSG00000124786	Q9H1N7	SLC35B3	Adenosine 3'-phospho 5'-phosphosulfate transporter 2	SLC35B3	S35B3	Q9H1N7	SLC35B3.10660.33.3
6	10492456	10629601	ENSG00000111846	Q8NFS9	GCNT2	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C	GCNT2	GNT2C	Q8NFS9	GCNT2.7143.9.3
6	13574816	13614790	ENSG00000124523	Q9NXA8	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	SIRT5	SIRT5	Q9NXA8	SIRT5.12461.8.3
6	17281577	17294106	ENSG00000112183	Q9BX46	RBM24	RNA-binding protein 24	RBM24	RBM24	Q9BX46	RBM24.11380.84.3
6	22287480	22297730	ENSG00000172179	P01236	PRL	Prolactin	PRL	PRL	P01236	PRL.2585.2.5
6	24126350	24155128	ENSG00000152954	Q8IZ57	NRSN1	Neurensin-1	NRSN1	NRSN1	Q8IZ57	NRSN1.11654.77.3
6	24424793	24495433	ENSG00000112293	P80108	GPLD1	Phosphatidylinositol-glycan-specific phospholipase D	GPLD1	PHLD	P80108	GPLD1.11939.11.3
6	24424793	24495433	ENSG00000112293	P80108	GPLD1	Phosphatidylinositol-glycan-specific phospholipase D	GPLD1	PHLD	P80108	GPLD1.9500.5.3
6	24544332	24646383	ENSG00000137261	Q5VV43	KIAA0319	Dyslexia-associated protein KIAA0319	KIAA0319	K0319	Q5VV43	KIAA0319.10013.34.3
6	25652464	25702011	ENSG00000079689	O76038	SCGN	Secretagogin	SCGN	Secretagogin	O76038	SCGN.10894.25.3
6	26055968	26056699	ENSG00000187837	P16403	HIST1H1C	Histone H1.2	HIST1H1C	Histone H1.2	P16403	HIST1H1C.2987.37.3
6	30700508	30701863	ENSG00000206478	P46695	IER3	Radiation-inducible immediate-early gene IEX-1	IER3	IEX1	P46695	IER3.9786.310.3
6	30700841	30702196	ENSG00000237155	P46695	IER3	Radiation-inducible immediate-early gene IEX-1	IER3	IEX1	P46695	IER3.9786.310.3
6	30701238	30702593	ENSG00000227231	P46695	IER3	Radiation-inducible immediate-early gene IEX-1	IER3	IEX1	P46695	IER3.9786.310.3
6	30702435	30703790	ENSG00000235030	P46695	IER3	Radiation-inducible immediate-early gene IEX-1	IER3	IEX1	P46695	IER3.9786.310.3
6	30710976	30712331	ENSG00000137331	P46695	IER3	Radiation-inducible immediate-early gene IEX-1	IER3	IEX1	P46695	IER3.9786.310.3
6	30755673	30757028	ENSG00000230128	P46695	IER3	Radiation-inducible immediate-early gene IEX-1	IER3	IEX1	P46695	IER3.9786.310.3
6	31075367	31080724	ENSG00000137197	Q15517	CDSN	Corneodesmosin	CDSN	CDSN	Q15517	CDSN.7085.81.3
6	31076642	31081981	ENSG00000237123	Q15517	CDSN	Corneodesmosin	CDSN	CDSN	Q15517	CDSN.7085.81.3
6	31082867	31088223	ENSG00000204539	Q15517	CDSN	Corneodesmosin	CDSN	CDSN	Q15517	CDSN.7085.81.3
6	31127873	31133179	ENSG00000237114	Q15517	CDSN	Corneodesmosin	CDSN	CDSN	Q15517	CDSN.7085.81.3
6	31161395	31166747	ENSG00000237165	Q15517	CDSN	Corneodesmosin	CDSN	CDSN	Q15517	CDSN.7085.81.3
6	31447882	31461098	ENSG00000224378	Q29980	MICB	MHC class I polypeptide-related sequence B	MICB	MICB	Q29980	MICB.5102.55.3
6	31453328	31466366	ENSG00000234218	Q29980	MICB	MHC class I polypeptide-related sequence B	MICB	MICB	Q29980	MICB.5102.55.3
6	31455821	31468850	ENSG00000227772	Q29980	MICB	MHC class I polypeptide-related sequence B	MICB	MICB	Q29980	MICB.5102.55.3
6	31456185	31469201	ENSG00000206449	Q29980	MICB	MHC class I polypeptide-related sequence B	MICB	MICB	Q29980	MICB.5102.55.3
6	31462658	31478901	ENSG00000204516	Q29980	MICB	MHC class I polypeptide-related sequence B	MICB	MICB	Q29980	MICB.5102.55.3
6	31477173	31490193	ENSG00000231179	Q29980	MICB	MHC class I polypeptide-related sequence B	MICB	MICB	Q29980	MICB.5102.55.3
6	31480180	31496536	ENSG00000230624	Q13838	DDX39B	Spliceosome RNA helicase DDX39B	DDX39B	BAT1	Q13838	DDX39B.9742.59.3
6	31485454	31501810	ENSG00000225073	Q13838	DDX39B	Spliceosome RNA helicase DDX39B	DDX39B	BAT1	Q13838	DDX39B.9742.59.3
6	31487943	31500172	ENSG00000235439	Q13838	DDX39B	Spliceosome RNA helicase DDX39B	DDX39B	BAT1	Q13838	DDX39B.9742.59.3
6	31488280	31504633	ENSG00000215425	Q13838	DDX39B	Spliceosome RNA helicase DDX39B	DDX39B	BAT1	Q13838	DDX39B.9742.59.3
6	31497996	31510225	ENSG00000198563	Q13838	DDX39B	Spliceosome RNA helicase DDX39B	DDX39B	BAT1	Q13838	DDX39B.9742.59.3
6	31525488	31528257	ENSG00000228849	P01375	TNF	Tumor necrosis factor	TNF	TNF-a	P01375	TNF.5936.53.3
6	31529774	31532044	ENSG00000230279	P01374	LTA	Lymphotoxin-alpha	LTA	TNF-b	P01374	LTA.4703.87.2
6	31529774	31532044	ENSG00000230279	P01374	LTA LTB	Lymphotoxin alpha2:beta1	LTA	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31530476	31532443	ENSG00000236925	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31530756	31533525	ENSG00000204490	P01375	TNF	Tumor necrosis factor	TNF	TNF-a	P01375	TNF.5936.53.3
6	31533287	31536056	ENSG00000230108	P01375	TNF	Tumor necrosis factor	TNF	TNF-a	P01375	TNF.5936.53.3
6	31533585	31536356	ENSG00000206439	P01375	TNF	Tumor necrosis factor	TNF	TNF-a	P01375	TNF.5936.53.3
6	31535744	31537711	ENSG00000204487	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31536047	31538834	ENSG00000223465	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31537515	31553854	ENSG00000225859	Q13838	DDX39B	Spliceosome RNA helicase DDX39B	DDX39B	BAT1	Q13838	DDX39B.9742.59.3
6	31538275	31540242	ENSG00000238114	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31538575	31540542	ENSG00000206437	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31538820	31542910	ENSG00000237103	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31539831	31542101	ENSG00000226979	P01374	LTA	Lymphotoxin-alpha	LTA	TNF-b	P01374	LTA.4703.87.2
6	31539831	31542101	ENSG00000226979	P01374	LTA LTB	Lymphotoxin alpha2:beta1	LTA	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31541313	31544094	ENSG00000226182	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31542228	31555259	ENSG00000238289	Q29980	MICB	MHC class I polypeptide-related sequence B	MICB	MICB	Q29980	MICB.5102.55.3
6	31543344	31546113	ENSG00000232810	P01375	TNF	Tumor necrosis factor	TNF	TNF-a	P01375	TNF.5936.53.3
6	31543845	31546630	ENSG00000230791	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31544080	31548170	ENSG00000237808	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31544144	31546931	ENSG00000206433	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31546616	31550705	ENSG00000223833	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31546917	31551005	ENSG00000206430	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31548302	31550299	ENSG00000227507	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31553901	31556686	ENSG00000204482	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31556672	31560762	ENSG00000204475	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31559653	31561620	ENSG00000231314	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31565139	31566976	ENSG00000234836	P55008	AIF1	Allograft inflammatory factor 1	AIF1	AIF1	P55008	AIF1.2849.49.1
6	31565222	31568007	ENSG00000235915	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31567993	31572083	ENSG00000236315	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31570375	31572212	ENSG00000237727	P55008	AIF1	Allograft inflammatory factor 1	AIF1	AIF1	P55008	AIF1.2849.49.1
6	31572910	31574747	ENSG00000235588	P55008	AIF1	Allograft inflammatory factor 1	AIF1	AIF1	P55008	AIF1.2849.49.1
6	31573205	31575042	ENSG00000206428	P55008	AIF1	Allograft inflammatory factor 1	AIF1	AIF1	P55008	AIF1.2849.49.1
6	31574350	31590705	ENSG00000229496	Q13838	DDX39B	Spliceosome RNA helicase DDX39B	DDX39B	BAT1	Q13838	DDX39B.9742.59.3
6	31579318	31581588	ENSG00000231408	P01374	LTA	Lymphotoxin-alpha	LTA	TNF-b	P01374	LTA.4703.87.2
6	31579318	31581588	ENSG00000231408	P01374	LTA LTB	Lymphotoxin alpha2:beta1	LTA	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31582831	31585600	ENSG00000228321	P01375	TNF	Tumor necrosis factor	TNF	TNF-a	P01375	TNF.5936.53.3
6	31582961	31584798	ENSG00000204472	P55008	AIF1	Allograft inflammatory factor 1	AIF1	AIF1	P55008	AIF1.2849.49.1
6	31587819	31589786	ENSG00000223448	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31593388	31596173	ENSG00000231048	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31596159	31600249	ENSG00000236979	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31602375	31608169	ENSG00000227567	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.10445.20.3
6	31602375	31608169	ENSG00000227567	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.14125.5.3
6	31607608	31613401	ENSG00000224290	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.10445.20.3
6	31607608	31613401	ENSG00000224290	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.14125.5.3
6	31610134	31615927	ENSG00000235754	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.10445.20.3
6	31610134	31615927	ENSG00000235754	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.14125.5.3
6	31610434	31616227	ENSG00000206409	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.10445.20.3
6	31610434	31616227	ENSG00000206409	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.14125.5.3
6	31615195	31620303	ENSG00000230700	P67870	CSNK2A1 CSNK2B	Casein kinase II 2-alpha:2-beta heterotetramer	CSNK2B	CK2-A1:B	P67870,P68400	CSNK2A1.CSNK2B.5225.50.3
6	31615195	31620303	ENSG00000230700	P67870	CSNK2A2 CSNK2B	Casein kinase II 2-alpha':2-beta heterotetramer	CSNK2B	CK2-A2:B	P19784,P67870	CSNK2A2.CSNK2B.5226.36.3
6	31619653	31622422	ENSG00000223952	P01375	TNF	Tumor necrosis factor	TNF	TNF-a	P01375	TNF.5936.53.3
6	31620193	31625987	ENSG00000204444	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.10445.20.3
6	31620193	31625987	ENSG00000204444	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.14125.5.3
6	31620429	31628739	ENSG00000228875	P67870	CSNK2A1 CSNK2B	Casein kinase II 2-alpha:2-beta heterotetramer	CSNK2B	CK2-A1:B	P67870,P68400	CSNK2A1.CSNK2B.5225.50.3
6	31620429	31628739	ENSG00000228875	P67870	CSNK2A2 CSNK2B	Casein kinase II 2-alpha':2-beta heterotetramer	CSNK2B	CK2-A2:B	P19784,P67870	CSNK2A2.CSNK2B.5226.36.3
6	31622960	31631270	ENSG00000224774	P67870	CSNK2A1 CSNK2B	Casein kinase II 2-alpha:2-beta heterotetramer	CSNK2B	CK2-A1:B	P67870,P68400	CSNK2A1.CSNK2B.5225.50.3
6	31622960	31631270	ENSG00000224774	P67870	CSNK2A2 CSNK2B	Casein kinase II 2-alpha':2-beta heterotetramer	CSNK2B	CK2-A2:B	P19784,P67870	CSNK2A2.CSNK2B.5226.36.3
6	31623259	31631569	ENSG00000206406	P67870	CSNK2A1 CSNK2B	Casein kinase II 2-alpha:2-beta heterotetramer	CSNK2B	CK2-A1:B	P67870,P68400	CSNK2A1.CSNK2B.5225.50.3
6	31623259	31631569	ENSG00000206406	P67870	CSNK2A2 CSNK2B	Casein kinase II 2-alpha':2-beta heterotetramer	CSNK2B	CK2-A2:B	P19784,P67870	CSNK2A2.CSNK2B.5226.36.3
6	31624641	31626608	ENSG00000236237	Q06643	LTA LTB	Lymphotoxin alpha2:beta1	LTB	Lymphotoxin a2/b1	P01374,Q06643	LTA.LTB.3506.49.1
6	31630207	31632990	ENSG00000234514	O00453	LST1	Leukocyte-specific transcript 1 protein	LST1	LST1	O00453	LST1.9531.24.3
6	31632976	31637066	ENSG00000225211	O14931	NCR3	Natural cytotoxicity triggering receptor 3	NCR3	NKp30	O14931	NCR3.3003.29.2
6	31633013	31638120	ENSG00000204435	P67870	CSNK2A1 CSNK2B	Casein kinase II 2-alpha:2-beta heterotetramer	CSNK2B	CK2-A1:B	P67870,P68400	CSNK2A1.CSNK2B.5225.50.3
6	31633013	31638120	ENSG00000204435	P67870	CSNK2A2 CSNK2B	Casein kinase II 2-alpha':2-beta heterotetramer	CSNK2B	CK2-A2:B	P19784,P67870	CSNK2A2.CSNK2B.5226.36.3
6	31659258	31661095	ENSG00000235985	P55008	AIF1	Allograft inflammatory factor 1	AIF1	AIF1	P55008	AIF1.2849.49.1
6	31659685	31665479	ENSG00000231974	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.10445.20.3
6	31659685	31665479	ENSG00000231974	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.14125.5.3
6	31662096	31673108	ENSG00000226603	O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d	LY6G6D	LY66D	O95868	LY6G6D.6469.62.3
6	31664920	31675931	ENSG00000206402	O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d	LY6G6D	LY66D	O95868	LY6G6D.6469.62.3
6	31665306	31667754	ENSG00000234443	O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d	LY6G6D	LY66D	O95868	LY6G6D.6469.62.3
6	31668544	31676660	ENSG00000224393	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.8659.68.3
6	31668544	31676660	ENSG00000224393	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.9466.43.3
6	31668598	31671795	ENSG00000228859	O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c	LY6G6C	LY66C	O95867	LY6G6C.6256.9.3
6	31672506	31677613	ENSG00000232960	P67870	CSNK2A1 CSNK2B	Casein kinase II 2-alpha:2-beta heterotetramer	CSNK2B	CK2-A1:B	P67870,P68400	CSNK2A1.CSNK2B.5225.50.3
6	31672506	31677613	ENSG00000232960	P67870	CSNK2A2 CSNK2B	Casein kinase II 2-alpha':2-beta heterotetramer	CSNK2B	CK2-A2:B	P19784,P67870	CSNK2A2.CSNK2B.5226.36.3
6	31673092	31675540	ENSG00000235302	O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d	LY6G6D	LY66D	O95868	LY6G6D.6469.62.3
6	31673784	31681900	ENSG00000230060	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.8659.68.3
6	31673784	31681900	ENSG00000230060	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.9466.43.3
6	31673838	31677035	ENSG00000236183	O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c	LY6G6C	LY66C	O95867	LY6G6C.6256.9.3
6	31676330	31684446	ENSG00000231003	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.8659.68.3
6	31676330	31684446	ENSG00000231003	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.9466.43.3
6	31676384	31679581	ENSG00000235925	O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c	LY6G6C	LY66C	O95867	LY6G6C.6256.9.3
6	31676607	31684720	ENSG00000206396	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.8659.68.3
6	31676607	31684720	ENSG00000206396	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.9466.43.3
6	31676661	31679858	ENSG00000206398	O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c	LY6G6C	LY66C	O95867	LY6G6C.6256.9.3
6	31683133	31685581	ENSG00000244355	O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d	LY6G6D	LY66D	O95868	LY6G6D.6469.62.3
6	31686371	31694491	ENSG00000204420	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.8659.68.3
6	31686371	31694491	ENSG00000204420	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.9466.43.3
6	31686425	31689622	ENSG00000204421	O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c	LY6G6C	LY66C	O95867	LY6G6C.6256.9.3
6	31696476	31702270	ENSG00000226215	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.10445.20.3
6	31696476	31702270	ENSG00000226215	O95445	APOM	Apolipoprotein M	APOM	ApoM	O95445	APOM.14125.5.3
6	31709296	31717606	ENSG00000224398	P67870	CSNK2A1 CSNK2B	Casein kinase II 2-alpha:2-beta heterotetramer	CSNK2B	CK2-A1:B	P67870,P68400	CSNK2A1.CSNK2B.5225.50.3
6	31709296	31717606	ENSG00000224398	P67870	CSNK2A2 CSNK2B	Casein kinase II 2-alpha':2-beta heterotetramer	CSNK2B	CK2-A2:B	P19784,P67870	CSNK2A2.CSNK2B.5226.36.3
6	31722629	31725073	ENSG00000225993	O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d	LY6G6D	LY66D	O95868	LY6G6D.6469.62.3
6	31725863	31733980	ENSG00000228090	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.8659.68.3
6	31725863	31733980	ENSG00000228090	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.9466.43.3
6	31725917	31729114	ENSG00000235452	O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c	LY6G6C	LY66C	O95867	LY6G6C.6256.9.3
6	31727480	31745915	ENSG00000096171	P26640	VARS	Valine--tRNA ligase	VARS	SYVC	P26640	VARS.13083.18.3
6	31732662	31751095	ENSG00000226589	P26640	VARS	Valine--tRNA ligase	VARS	SYVC	P26640	VARS.13083.18.3
6	31745295	31763730	ENSG00000204394	P26640	VARS	Valine--tRNA ligase	VARS	SYVC	P26640	VARS.13083.18.3
6	31750965	31761981	ENSG00000236902	O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d	LY6G6D	LY66D	O95868	LY6G6D.6469.62.3
6	31756648	31775083	ENSG00000231116	P26640	VARS	Valine--tRNA ligase	VARS	SYVC	P26640	VARS.13083.18.3
6	31759586	31765032	ENSG00000234258	P34931	HSPA1L	Heat shock 70 kDa protein 1-like	HSPA1L	HS71L	P34931	HSPA1L.12041.33.3
6	31762657	31770773	ENSG00000237459	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.8659.68.3
6	31762657	31770773	ENSG00000237459	O95866	G6B	Protein G6b	C6orf25	G6B	O95866	G6B.9466.43.3
6	31762711	31765908	ENSG00000228250	O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c	LY6G6C	LY66C	O95867	LY6G6C.6256.9.3
