AptamerId	SomaId	Target	TargetFullName	UniProt	EntrezGeneID	EntrezGeneSymbol
4459-68	SL014069	PCSK7	Proprotein convertase subtilisin/kexin type 7	Q16549	9159	PCSK7
5231-79	SL012707	PCSK9	Proprotein convertase subtilisin/kexin type 9	Q8NBP7	255738	PCSK9
3004-67	SL004862	PD-L2	Programmed cell death 1 ligand 2	Q9BQ51	80380	PDCD1LG2
5252-33	SL016555	PDE11	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	Q9HCR9	50940	PDE11A
5254-69	SL016553	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Q14432	5139	PDE3A
5255-22	SL011404	PDE4D	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	Q08499	5144	PDE4D
5256-86	SL011405	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	O76074	8654	PDE5A
5178-5	SL011406	PDE7A	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	Q13946	5150	PDE7A
5201-50	SL016554	PDE9A	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	O76083	5152	PDE9A
3459-49	SL004155	PDGF Rb	Platelet-derived growth factor receptor beta	P09619	5159	PDGFRB
4499-21	SL000535	PDGF-AA	Platelet-derived growth factor subunit A	P04085	5154	PDGFA
4149-8	SL000537	PDGF-BB	Platelet-derived growth factor subunit B	P01127	5155	PDGFB
3828-54	SL011071	PDGF-CC	Platelet-derived growth factor C	Q9NRA1	56034	PDGFC
5227-60	SL006921	PDK1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	Q15118	5163	PDK1
4460-8	SL006998	PDPK1	3-phosphoinositide-dependent protein kinase 1	O15530	5170	PDPK1
2695-25	SL001721	PECAM-1	Platelet endothelial cell adhesion molecule	P16284	5175	PECAM1
4801-13	SL007153	PERL	Lactoperoxidase	P22079	4025	LPO
4267-81	SL011772	PESC	Pescadillo homolog	O00541	23481	PES1
2697-7	SL003041	PF-4	Platelet factor 4	P02776	5196	PF4
4271-75	SL006705	PFD5	Prefoldin subunit 5	Q99471	5204	PFDN5
3461-58	SL009089	PGCB	Brevican core protein	Q96GW7	63827	BCAN
5019-16	SL002803	PGP9.5	Ubiquitin carboxyl-terminal hydrolase isozyme L1	P09936	7345	UCHL1
3329-14	SL004515	PGRP-S	Peptidoglycan recognition protein 1	O75594	8993	PGLYRP1
4588-1	SL011499	PH	Pancreatic hormone	P01298	5539	PPY
4272-46	SL000539	PHI	Glucose-6-phosphate isomerase	P06744	2821	GPI
3216-2	SL005797	PIGR	Polymeric immunoglobulin receptor	P01833	5284	PIGR
3390-72	SL010512	PIK3CA/PIK3R1	PIK3CA/PIK3R1	P42336 P27986	5290 5295	PIK3CA PIK3R1
5359-65	SL002702	PIM1	Serine/threonine-protein kinase pim-1	P11309	5292	PIM1
3391-10	SL007250	PK3CG	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	P48736	5294	PIK3CG
3392-68	SL017614	PKB a/b/g	RAC-alpha/beta/gamma serine/threonine-protein kinase	P31749 P31751 Q9Y243	207 208 10000	AKT1 AKT2 AKT3
2644-11	SL000551	PKC-A	Protein kinase C alpha type	P17252	5578	PRKCA
5475-10	SL000553	PKC-B-II	Protein kinase C beta type (splice variant beta-II)	P05771	5579	PRKCB
2869-68	SL000554	PKC-D	Protein kinase C delta type	Q05655	5580	PRKCD
5476-66	SL000556	PKC-G	Protein kinase C gamma type	P05129	5582	PRKCG
2645-54	SL000557	PKC-Z	Protein kinase C zeta type	Q05513	5590	PRKCZ
4563-61	SL012108	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	P19174	5335	PLCG1
3394-81	SL005258	PLK-1	Serine/threonine-protein kinase PLK1	P53350	5347	PLK1
3897-61	SL011709	PLPP	Pyridoxal phosphate phosphatase	Q96GD0	57026	PDXP
4564-2	SL006406	PLXC1	Plexin-C1	O60486	10154	PLXNC1
3858-5	SL008063	PPAC	Low molecular weight phosphotyrosine protein phosphatase	P24666	52	ACP1
4718-5	SL007869	PPIB	Peptidyl-prolyl cis-trans isomerase B	P23284	5479	PPIB
5202-4	SL007373	PPID	Peptidyl-prolyl cis-trans isomerase D	Q08752	5481	PPID
5238-26	SL013928	PPIE	Peptidyl-prolyl cis-trans isomerase E	Q9UNP9	10450	PPIE
5021-13	SL004914	PPase	Inorganic pyrophosphatase	Q15181	5464	PPA1
3466-8	SL010513	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	P17612	5566	PRKACA
2585-2	SL000546	PRL	Prolactin	P01236	5617	PRL
3859-50	SL010973	PSA1	Proteasome subunit alpha type-1	P25786	5682	PSMA1
4280-47	SL008865	PSA2	Proteasome subunit alpha type-2	P25787	5683	PSMA2
3860-7	SL005630	PSA6	Proteasome subunit alpha type-6	P60900	5687	PSMA6
3898-5	SL007266	PSD7	26S proteasome non-ATPase regulatory subunit 7	P51665	5713	PSMD7
5204-13	SL005308	PSME3	Proteasome activator complex subunit 3	P61289	10197	PSME3
2962-50	SL002561	PTHrP	Parathyroid hormone-related protein	P12272	5744	PTHLH
3832-51	SL010514	PTK6	Protein-tyrosine kinase 6	Q13882	5753	PTK6
3045-72	SL002704	PTN	Pleiotrophin	P21246	5764	PTN
3005-5	SL004939	PTP-1B	Tyrosine-protein phosphatase non-receptor type 1	P18031	5770	PTPN1
4318-12	SL004940	PTP-1C	Tyrosine-protein phosphatase non-receptor type 6	P29350	5777	PTPN6
5023-23	SL009792	PUR8	Adenylosuccinate lyase	P30566	158	ADSL
3727-35	SL011509	PYY	Peptide YY	P10082	5697	PYY
3457-57	SL005084	Periostin	Periostin	Q15063	10631	POSTN
3855-56	SL004919	Peroxiredoxin-1	Peroxiredoxin-1	Q06830	5052	PRDX1
5017-19	SL004932	Peroxiredoxin-5	Peroxiredoxin-5, mitochondrial	P30044	25824	PRDX5
5018-68	SL005694	Peroxiredoxin-6	Peroxiredoxin-6	P30041	9588	PRDX6
2696-87	SL004685	Persephin	Persephin	O60542	5623	PSPN
3896-5	SL004820	Phosphoglycerate mutase 1	Phosphoglycerate mutase 1	P18669	5223	PGAM1
3078-1	SL002640	PlGF	Placenta growth factor	P49763	5228	PGF
4150-75	SL000540	Plasmin	Plasmin	P00747	5340	PLG
4151-6	SL000541	Plasminogen	Plasminogen	P00747	5340	PLG
4152-58	SL000545	Prekallikrein	Plasma kallikrein	P03952	3818	KLKB1
5114-65	SL005212	Prolactin Receptor	Prolactin receptor	P16471	5618	PRLR
2960-66	SL003192	Properdin	Properdin	P27918	5199	CFP
3217-74	SL004457	Protease nexin I	Glia-derived nexin	P07093	5270	SERPINE2
2961-1	SL000048	Protein C	Vitamin K-dependent protein C	P04070	5624	PROC
2700-56	SL000049	Protein S	Vitamin K-dependent protein S	P07225	5627	PROS1
4719-58	SL003524	Protein disulfide isomerase A3	Protein disulfide-isomerase A3	P30101	2923	PDIA3
4278-14	SL004901	Protein disulfide-isomerase	Protein disulfide-isomerase	P07237	5034	P4HB
3514-49	SL004008	Proteinase-3	Myeloblastin	P24158	5657	PRTN3
5316-54	SL000558	Prothrombin	Prothrombin	P00734	2147	F2
2870-29	SL004009	RAC1	Ras-related C3 botulinum toxin substrate 1	P63000	5879	RAC1
2871-73	SL006922	RAD51	DNA repair protein RAD51 homolog 1	Q06609	5888	RAD51
4282-3	SL005034	RAN	GTP-binding nuclear protein Ran	P62826	5901	RAN
5424-55	SL003690	RANK	Tumor necrosis factor receptor superfamily member 11A	Q9Y6Q6	8792	TNFRSF11A
3640-14	SL005263	RAP	alpha-2-macroglobulin receptor-associated protein	P30533	4043	LRPAP1
4284-18	SL011535	RBM39	RNA-binding protein 39	Q14498	9584	RBM39
5115-31	SL005213	RELT	Tumor necrosis factor receptor superfamily member 19L	Q969Z4	84957	RELT
3220-40	SL010378	RET	Proto-oncogene tyrosine-protein kinase receptor Ret	P07949	5979	RET
3332-57	SL010469	RGM-C	Hemojuvelin	Q6ZVN8	148738	HFE2
3331-8	SL010468	RGMB	RGM domain family member B	Q6NW40	285704	RGMB
5116-62	SL007680	ROBO2	Roundabout homolog 2	Q9HCK4	6092	ROBO2
5117-14	SL014148	ROBO3	Roundabout homolog 3	Q96MS0	64221	ROBO3
3469-74	SL010515	RPS6KA3	Ribosomal protein S6 kinase alpha-3	P51812	6197	RPS6KA3
5026-66	SL008059	RS3	40S ribosomal protein S3	P23396	6188	RPS3
3864-5	SL011528	RS7	40S ribosomal protein S7	P62081	6201	RPS7
3865-53	SL006919	RSK-like protein kinase	Ribosomal protein S6 kinase alpha-5	O75582	9252	RPS6KA5
4566-24	SL013989	RSPO2	R-spondin-2	Q6UXX9	340419	RSPO2
5118-74	SL008309	RTN4	Reticulon-4	Q9NQC3	57142	RTN4
5494-52	SL009790	RUXF	Small nuclear ribonucleoprotein F	P62306	6636	SNRPF
2647-66	SL003648	Rab GDP dissociation inhibitor beta	Rab GDP dissociation inhibitor beta	P50395	2665	GDI2
5024-67	SL002522	Rb	Retinoblastoma-associated protein	P06400	5925	RB1
3396-54	SL000565	Renin	Renin	P00797	5972	REN
4336-2	SL000572	SAA	Serum amyloid A-1 protein	P0DJI8	6288	SAA1
2474-54	SL000573	SAP	Serum amyloid P-component	P02743	325	APCS
3221-54	SL003770	SARP-2	Secreted frizzled-related protein 1	Q8N474	6422	SFRP1
3866-7	SL011529	SBDS	Ribosome maturation protein SBDS	Q9Y3A5	51119	SBDS
2475-1	SL004010	SCF sR	Mast/stem cell growth factor receptor Kit	P10721	3815	KIT
4500-50	SL004363	SCGF-alpha	Stem cell growth factor-alpha	Q9Y240	6320	CLEC11A
2966-65	SL004362	SCGF-beta	Stem Cell Growth Factor-beta	Q9Y240	6320	CLEC11A
3516-60	SL004712	SDF-1	Stromal cell-derived factor 1	P48061	6387	CXCL12
3867-49	SL011630	SE6L2	Seizure 6-like protein 2	Q6UXD5	26470	SEZ6L2
5029-3	SL006528	SEPR	Prolyl endopeptidase FAP	Q12884	2191	FAP
5364-7	SL007336	SET	Protein SET	Q01105	6418	SET
3868-8	SL011533	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	O43765	6449	SGTA
4567-82	SL014468	SH21A	SH2 domain-containing protein 1A	O60880	4068	SH2D1A
4929-55	SL005102	SHBG	Sex hormone-binding globulin	P04278	6462	SHBG
5272-55	SL014469	SHC1	SHC-transforming protein 1	P29353	6464	SHC1
3397-7	SL010616	SHP-2	Tyrosine-protein phosphatase non-receptor type 11	Q06124	5781	PTPN11
5125-6	SL014292	SIG14	Sialic acid-binding Ig-like lectin 14	Q08ET2	100049587	SIGLEC14
5030-52	SL006629	SIRT2	NAD-dependent protein deacetylase sirtuin-2	Q8IXJ6	22933	SIRT2
3902-21	SL008808	SKP1	S-phase kinase-associated protein 1	P63208	6500	SKP1
3642-4	SL008588	SLAF5	SLAM family member 5	Q9UIB8	8832	CD84
5128-53	SL014228	SLAF6	SLAM family member 6	Q96DU3	114836	SLAMF6
5487-7	SL016928	SLAF7	SLAM family member 7	Q9NQ25	57823	SLAMF7
4568-17	SL014070	SLIK5	SLIT and NTRK-like protein 5	O94991	26050	SLITRK5
4413-3	SL001888	SLPI	Antileukoproteinase	P03973	6590	SLPI
3122-6	SL003733	SMAC	Diablo homolog, mitochondrial	Q9NR28	56616	DIABLO
4292-5	SL011202	SNAA	Alpha-soluble NSF attachment protein	P54920	8775	NAPA
2794-60	SL000581	SOD	Superoxide dismutase [Cu-Zn]	P00441	6647	SOD1
4569-52	SL014091	SORC2	VPS10 domain-containing receptor SorCS2	Q96PQ0	57537	SORCS2
4414-69	SL004484	SP-D	Pulmonary surfactant-associated protein D	P35247	6441	SFTPD
4467-49	SL005488	SPARCL1	SPARC-like protein 1	Q14515	8404	SPARCL1
4468-21	SL014029	SPHK2	Sphingosine kinase 2	Q9NRA0	56848	SPHK2
2843-13	SL001897	SPINT2	Kunitz-type protease inhibitor 2	O43291	10653	SPINT2
5031-10	SL008190	SPTA2	Spectrin alpha chain, non-erythrocytic 1	Q13813	6709	SPTAN1
5488-74	SL010516	SRCN1	Proto-oncogene tyrosine-protein kinase Src	P12931	6714	SRC
5129-12	SL005221	SREC-I	Scavenger receptor class F member 1	Q14162	8578	SCARF1
5130-67	SL005222	SREC-II	Scavenger receptor class F member 2	Q96GP6	91179	SCARF2
5032-64	SL009868	SSRP1	FACT complex subunit SSRP1	Q08945	6749	SSRP1
4469-78	SL007502	ST4S6	Carbohydrate sulfotransferase 15	Q7LFX5	51363	CHST15
3399-31	SL007560	STAB2	Stabilin-2	Q8WWQ8	55576	STAB2
3471-49	SL010517	STK16	Serine/threonine-protein kinase 16	O75716	8576	STK16
3766-51	SL004304	STX1a	Syntaxin-1A	Q16623	6804	STX1A
3728-52	SL000570	Secretin	Secretin	P09683	6343	SCT
3222-11	SL010379	Semaphorin 3A	Semaphorin-3A	Q14563	10371	SEMA3A
5363-51	SL010470	Semaphorin 3E	Semaphorin-3E	O15041	9723	SEMA3E
5122-92	SL005214	Semaphorin-6A	Semaphorin-6A	Q9H2E6	57556	SEMA6A
4464-10	SL001753	Sialoadhesin	Sialoadhesin	Q9BZZ2	6614	SIGLEC1
3166-92	SL005215	Siglec-3	Myeloid cell surface antigen CD33	P20138	945	CD33
2741-22	SL005217	Siglec-6	Sialic acid-binding Ig-like lectin 6	O43699	946	SIGLEC6
2742-68	SL005218	Siglec-7	Sialic acid-binding Ig-like lectin 7	Q9Y286	27036	SIGLEC7
3007-7	SL005219	Siglec-9	Sialic acid-binding Ig-like lectin 9	Q9Y336	27180	SIGLEC9
3644-5	SL010381	Soggy-1	Dickkopf-like protein 1	Q9UK85	27120	DKKL1
2743-5	SL005220	Sonic Hedgehog	Sonic hedgehog protein	Q15465	6469	SHH
3903-49	SL005372	Sorting nexin 4	Sorting nexin-4	O95219	8723	SNX4
4294-16	SL006088	Sphingosine kinase 1	Sphingosine kinase 1	Q9NYA1	8877	SPHK1
4297-62	SL005115	Spondin-1	Spondin-1	Q9HCB6	10418	SPON1
4930-21	SL005789	Stanniocalcin-1	Stanniocalcin-1	P52823	6781	STC1
5489-18	SL010250	Stress-induced-phosphoprotein 1	Stress-induced-phosphoprotein 1	P31948	10963	STIP1
3472-40	SL000582	Survivin	Baculoviral IAP repeat-containing protein 5	O15392	332	BIRC5
2704-74	SL004364	TACI	Tumor necrosis factor receptor superfamily member 13B	O14836	23495	TNFRSF13B
3518-54	SL004015	TAFI	Carboxypeptidase B2	Q96IY4	1361	CPB2
5131-15	SL004863	TAJ	Tumor necrosis factor receptor superfamily member 19	Q9NS68	55504	TNFRSF19
5259-2	SL016567	TAK1-TAB1	Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion	O43318 Q15750	6885 10454	MAP3K7 TAB1
3519-3	SL003196	TARC	C-C motif chemokine 17	Q92583	6361	CCL17
3400-49	SL007747	TBK1	Serine/threonine-protein kinase TBK1	Q9UHD2	29110	TBK1
2875-15	SL006923	TBP	TATA-box-binding protein	P20226	6908	TBP
5132-71	SL005223	TCCR	Interleukin-27 receptor subunit alpha	Q6UWB1	9466	IL27RA
3401-8	SL005261	TCPTP	Tyrosine-protein phosphatase non-receptor type 2	P17706	5771	PTPN2
3872-2	SL005679	TCTP	Translationally-controlled tumor protein	P13693	7178	TPT1
3646-7	SL010518	TEC	Tyrosine-protein kinase Tec	P42680	7006	TEC
2705-5	SL003197	TECK	C-C motif chemokine 25	O15444	6370	CCL25
4931-59	SL000024	TF	Tissue Factor	P13726	2152	F3
4721-54	SL006119	TFF3	Trefoil factor 3	Q07654	7033	TFF3
3336-50	SL001998	TFPI	Tissue factor pathway inhibitor	P10646	7035	TFPI
5133-17	SL002078	TGF-b R II	TGF-beta receptor type-2	P37173	7048	TGFBR2
3009-3	SL005059	TGF-b R III	Transforming growth factor beta receptor type 3	Q03167	7049	TGFBR3
2333-72	SL000584	TGF-b1	Transforming growth factor beta-1	P01137	7040	TGFB1
4156-74	SL000088	TGF-b2	Transforming growth factor beta-2	P61812	7042	TGFB2
3520-58	SL000089	TGF-b3	Transforming growth factor beta-3	P10600	7043	TGFB3
4471-50	SL008945	TGM3	Protein-glutamine gamma-glutamyltransferase E	Q08188	7053	TGM3
3079-62	SL005152	TIG2	Retinoic acid receptor responder protein 2	Q99969	5919	RARRES2
5134-52	SL007547	TIMD3	Hepatitis A virus cellular receptor 2	Q8TDQ0	84868	HAVCR2
2211-9	SL000591	TIMP-1	Metalloproteinase inhibitor 1	P01033	7076	TIMP1
2278-61	SL000592	TIMP-2	Metalloproteinase inhibitor 2	P16035	7077	TIMP2
2480-58	SL003043	TIMP-3	Metalloproteinase inhibitor 3	P35625	7078	TIMP3
3835-11	SL004492	TLR2	Toll-like receptor 2	O60603	7097	TLR2
3647-49	SL018625	TLR4:MD-2 complex	Toll-like receptor 4:Lymphocyte antigen 96 complex	O00206 Q9Y6Y9	7099 23643	TLR4 LY96
3873-51	SL000588	TMA	Thyroid peroxidase	P07202	7173	TPO
2654-19	SL001992	TNF sR-I	Tumor necrosis factor receptor superfamily member 1A	P19438	7132	TNFRSF1A
3152-57	SL001800	TNF sR-II	Tumor necrosis factor receptor superfamily member 1B	P20333	7133	TNFRSF1B
4703-87	SL000597	TNF-b	Lymphotoxin-alpha	P01374	4049	LTA
2968-61	SL004686	TNFSF15	Tumor necrosis factor ligand superfamily member 15	O95150	9966	TNFSF15
2708-54	SL004326	TNFSF18	Tumor necrosis factor ligand superfamily member 18	Q9UNG2	8995	TNFSF18
3730-81	SL011448	TNR4	Tumor necrosis factor receptor superfamily member 4	P43489	7293	TNFRSF4
3403-1	SL010617	TPSB2	Tryptase beta-2	P20231	64499	TPSB2
3404-51	SL010619	TPSG1	Tryptase gamma	Q9NRR2	25823	TPSG1
4832-75	SL004156	TRAIL R1	Tumor necrosis factor receptor superfamily member 10A	O00220	8797	TNFRSF10A
3479-71	SL006480	TRY3	Trypsin-3	P35030	5646	PRSS3
5035-7	SL000142	TS	Thymidylate synthase	P04818	7298	TYMS
5036-50	SL004782	TSG-6	Tumor necrosis factor-inducible gene 6 protein	P98066	7130	TNFAIP6
3521-16	SL000589	TSH	Thyroid Stimulating Hormone	P01215 P01222	1081 12372	CGA TSHB
3010-53	SL004687	TSLP	Thymic stromal lymphopoietin	Q969D9	85480	TSLP
2746-56	SL005226	TSLP R	Cytokine receptor-like factor 2	Q9HC73	64109	CRLF2
3339-33	SL007206	TSP2	Thrombospondin-2	P35442	7058	THBS2
3340-53	SL007207	TSP4	Thrombospondin-4	P35443	7060	THBS4
5138-50	SL004366	TWEAKR	Tumor necrosis factor receptor superfamily member 12A	Q9NP84	51330	TNFRSF12A
4815-25	SL016128	TXD12	Thioredoxin domain-containing protein 12	O95881	51060	TXNDC12
5260-80	SL007181	TYK2	Non-receptor tyrosine-protein kinase TYK2	P29597	7297	TYK2
4155-3	SL003198	Tenascin	Tenascin	P24821	3371	TNC
5490-53	SL010384	Testican-1	Testican-1	Q08629	6695	SPOCK1
5491-12	SL010471	Testican-2	Testican-2	Q92563	9806	SPOCK2
4157-2	SL000586	Thrombin	Thrombin	P00734	2147	F2
3473-78	SL005224	Thrombopoietin Receptor	Thrombopoietin Receptor	P40238	4352	MPL
3474-19	SL002705	Thrombospondin-1	Thrombospondin-1	P07996	7057	THBS1
4301-58	SL000057	Thymidine kinase	Thymidine kinase, cytosolic	P04183	7083	TK1
4165-2	SL000587	Thyroglobulin	Thyroglobulin	P01266	7038	TG
2706-69	SL000590	Thyroxine-Binding Globulin	Thyroxine-binding globulin	P05543	6906	SERPINA7
2876-74	SL004305	Topoisomerase I	DNA topoisomerase 1	P11387	7150	TOP1
3232-28	SL004118	TrATPase	Tartrate-resistant acid phosphatase type 5	P13686	54	ACP5
4162-54	SL000601	Transferrin	Serotransferrin	P02787	7018	TF
4306-4	SL003655	Transketolase	Transketolase	P29401	7086	TKT
4309-59	SL004812	Triosephosphate isomerase	Triosephosphate isomerase	P60174	7167	TPI1
3477-63	SL005225	TrkA	High affinity nerve growth factor receptor	P04629	4914	NTRK1
4866-59	SL004160	TrkB	BDNF/NT-3 growth factors receptor	Q16620	4915	NTRK2
2658-27	SL004639	TrkC	NT-3 growth factor receptor	Q16288	4916	NTRK3
5033-27	SL004737	Tropomyosin 1 alpha chain	Tropomyosin alpha-1 chain	P09493	7168	TPM1
4472-5	SL004908	Tropomyosin 2	Tropomyosin beta chain	P07951	7169	TPM2
5441-67	SL001761	Troponin I	Troponin I, cardiac muscle	P19429	7137	TNNI3
5440-26	SL004594	Troponin I, skeletal, fast twitch	Troponin I, fast skeletal muscle	P48788	7136	TNNI2
3049-61	SL000603	Trypsin	Trypsin-1	P07477	5644	PRSS1
5034-79	SL010388	Trypsin 2	Trypsin-2	P07478	5645	PRSS2
3874-8	SL008157	UB2L3	Ubiquitin-conjugating enzyme E2 L3	P68036	7332	UBE2L3
2877-3	SL004306	UBC9	SUMO-conjugating enzyme UBC9	P63279	7329	UBE2I
3905-62	SL008143	UBE2N	Ubiquitin-conjugating enzyme E2 N	P61088	7334	UBE2N
3405-6	SL010529	UFC1	Ubiquitin-fold modifier-conjugating enzyme 1	Q9Y3C8	51506	UFC1
3836-51	SL010528	UFM1	Ubiquitin-fold modifier 1	P61960	51569	UFM1
3081-70	SL005227	ULBP-1	NKG2D ligand 1	Q9BZM6	80329	ULBP1
3082-9	SL005228	ULBP-2	NKG2D ligand 2	Q9BZM5	80328	ULBP2
2747-3	SL005229	ULBP-3	NKG2D ligand 3	Q9BZM4	79465	ULBP3
5139-32	SL005230	UNC5H3	Netrin receptor UNC5C	O95185	8633	UNC5C
5140-56	SL005231	UNC5H4	Netrin receptor UNC5D	Q6UXZ4	137970	UNC5D
3234-23	SL010390	URB	Coiled-coil domain-containing protein 80	Q76M96	151887	CCDC80
4474-19	SL004070	Ubiquitin	Ubiquitin	P62979	6233	RPS27A
2846-24	SL000605	Ubiquitin+1	Ubiquitin+1, truncated mutation for UbB	P62979	6233	RPS27A
2967-8	SL001720	VCAM-1	Vascular cell adhesion protein 1	P19320	7412	VCAM1
2597-8	SL000002	VEGF	Vascular endothelial growth factor A	P15692	7422	VEGFA
3651-50	SL003201	VEGF sR2	Vascular endothelial growth factor receptor 2	P35968	3791	KDR
2358-19	SL003322	VEGF sR3	Vascular endothelial growth factor receptor 3	P35916	2324	FLT4
3132-1	SL004486	VEGF-C	Vascular endothelial growth factor C	P49767	7424	VEGFC
4867-15	SL003310	VEGF121	Vascular endothelial growth factor A, isoform 121	P15692	7422	VEGFA
3522-57	SL000615	Vasoactive Intestinal Peptide	Vasoactive Intestinal Peptide	P01282	7432	VIP
3191-50	SL012783	WFKN1	WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1	Q96NZ8	117166	WFIKKN1
3235-50	SL010391	WFKN2	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	Q8TEU8	124857	WFIKKN2
2848-2	SL004652	WIF-1	Wnt inhibitory factor 1	Q9Y5W5	11197	WIF1
3057-55	SL004689	WISP-1	WNT1-inducible-signaling pathway protein 1	O95388	8840	WISP1
4889-82	SL009951	WNT7A	Protein Wnt-7a	O00755	7476	WNT7A
3083-71	SL005233	XEDAR	Tumor necrosis factor receptor superfamily member 27	Q9HAV5	60401	EDA2R
3481-87	SL011073	XPNPEP1	Xaa-Pro aminopeptidase 1	Q9NQW7	7511	XPNPEP1
4314-12	SL011809	XTP3A	dCTP pyrophosphatase 1	Q9H773	79077	DCTPP1
2878-66	SL006372	YES	Tyrosine-protein kinase Yes	P07947	7525	YES1
4476-22	SL010519	ZAP70	Tyrosine-protein kinase ZAP-70	P43403	7535	ZAP70
2879-9	SL000248	a1-Antichymotrypsin	Alpha-1-antichymotrypsin	P01011	12	SERPINA3
3580-25	SL000249	a1-Antitrypsin	Alpha-1-antitrypsin	P01009	5265	SERPINA1
3024-18	SL000250	a2-Antiplasmin	Alpha-2-antiplasmin	P08697	5345	SERPINF2
3581-53	SL000251	a2-HS-Glycoprotein	Alpha-2-HS-glycoprotein	P02765	197	AHSG
3708-62	SL000252	a2-Macroglobulin	Alpha-2-macroglobulin	P01023	2	A2M
4153-11	SL018548	alpha-1-antichymotrypsin complex	Alpha-1-antichymotrypsin complex	P01011	NA	SERPINA3
3171-57	SL004469	amyloid precursor protein	Amyloid beta A4 protein	P05067	351	APP
4960-72	SL004208	annexin I	Annexin A1	P04083	301	ANXA1
4961-17	SL004209	annexin II	Annexin A2	P07355	302	ANXA2
5335-73	SL003647	annexin VI	Annexin A6	P08133	309	ANXA6
3486-58	SL000299	b-ECGF	Fibroblast growth factor 1	P05230	2246	FGF1
2558-51	SL000300	b-Endorphin	Beta-endorphin	P01189	5443	POMC
3485-28	SL000283	b2-Microglobulin	Beta-2-microglobulin	P61769	567	B2M
3025-50	SL000004	bFGF	Fibroblast growth factor 2	P09038	2247	FGF2
5246-64	SL005730	cGMP-stimulated PDE	cGMP-dependent 3',5'-cyclic phosphodiesterase	O00408	5138	PDE2A
4973-18	SL003728	cIAP-2	Baculoviral IAP repeat-containing protein 3	Q13489	330	BIRC3
5339-49	SL004477	calgranulin B	Protein S100-A9	P06702	6280	S100A9
5264-65	SL003520	calreticulin	Calreticulin	P27797	811	CALR
4970-55	SL000339	carbonic anhydrase II	Carbonic anhydrase 2	P00918	760	CA2
3666-17	SL006830	complement factor H-related 5	Complement factor H-related protein 5	Q9BXR6	81494	CFHR5
2974-61	SL004855	contactin-1	Contactin-1	Q12860	1272	CNTN1
4122-12	SL004119	discoidin domain receptor 1	Epithelial discoidin domain-containing receptor 1	Q08345	780	DDR1
3538-26	SL009216	dopa decarboxylase	Aromatic-L-amino-acid decarboxylase	P20711	1644	DDC
2612-5	SL004759	eIF-5	Eukaryotic translation initiation factor 5	P55010	1983	EIF5
2620-4	SL003872	gp130, soluble	Interleukin-6 receptor subunit beta	P40189	3572	IL6ST
3440-7	SL004298	granzyme A	Granzyme A	P12544	3001	GZMA
4450-26	SL009791	hnRNP A/B	Heterogeneous nuclear ribonucleoprotein A/B	Q99729	3182	HNRNPAB
5351-52	SL004891	hnRNP A2/B1	Heterogeneous nuclear ribonucleoproteins A2/B1	P22626	3181	HNRNPA2B1
4994-178	SL002756	hnRNP K	Heterogeneous nuclear ribonucleoprotein K	P61978	3190	HNRNPK
2683-1	SL000456	iC3b	Complement C3b, inactivated	P01024	718	C3
3199-54	SL003916	kallikrein 12	Kallikrein-12	Q9UKR0	43849	KLK12
3200-49	SL003918	kallikrein 13	Kallikrein-13	Q9UKR3	26085	KLK13
3681-87	SL003919	kallikrein 14	Kallikrein-14	Q9P0G3	43847	KLK14
3201-49	SL003863	kallikrein 5	Kallikrein-5	Q9Y337	25818	KLK5
2834-54	SL003915	kallikrein 8	Kallikrein-8	O60259	11202	KLK8
3719-2	SL000076	p27Kip1	Cyclin-dependent kinase inhibitor 1B	P46527	1027	CDKN1B
3831-21	SL003761	pTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	P60484	5728	PTEN
4261-55	SL005493	paraoxonase 1	Serum paraoxonase/arylesterase 1	P27169	5444	PON1
5020-50	SL003653	phosphoglycerate kinase 1	Phosphoglycerate kinase 1	P00558	5230	PGK1
4276-10	SL005358	prostatic binding protein	Phosphatidylethanolamine-binding protein 1	P30086	5037	PEBP1
3046-31	SL004260	resistin	Resistin	Q9HD89	56729	RETN
5028-59	SL005764	sCD163	Scavenger receptor cysteine-rich type 1 protein M130	Q86VB7	9332	CD163
3143-3	SL002524	sCD4	T-cell surface glycoprotein CD4	P01730	920	CD4
